Incident Category,Incident Day of Week,Incident Year,Analysis Neighborhood,Longitude,Latitude,Report Type Description
Fraud,Thursday,2018,Haight Ashbury,-122.4469338,37.7700076,Initial
Assault,Monday,2018,Marina,-122.4322043,37.79750695,Initial Supplement
Stolen Property,Tuesday,2018,Outer Mission,-122.4416228,37.71725817,Initial
Fraud,Friday,2018,Financial District/South Beach,-122.4029574,37.79377986,Initial
Assault,Friday,2018,Inner Sunset,-122.4552554,37.7558802,Initial
Assault,Wednesday,2018,Bayview Hunters Point,-122.3828879,37.73034197,Initial Supplement
Assault,Thursday,2018,South of Market,-122.414711,37.77623052,Initial
Assault,Saturday,2018,Mission,-122.420507,37.75050583,Initial
Robbery,Thursday,2018,Mission,-122.4074486,37.75450634,Initial
Fraud,Sunday,2018,Tenderloin,-122.4084932,37.78445273,Coplogic Initial
Robbery,Friday,2018,Nob Hill,-122.408595,37.78922561,Initial
Assault,Wednesday,2018,Hayes Valley,-122.4275464,37.77438847,Initial
Stolen Property,Thursday,2018,Mission,-122.406699,37.75683373,Initial Supplement
Assault,Thursday,2018,Marina,-122.4358663,37.79895185,Initial
Fraud,Friday,2018,Hayes Valley,-122.4315746,37.77769992,Initial
Fraud,Sunday,2018,South of Market,-122.4038833,37.77900503,Initial
Assault,Saturday,2018,Tenderloin,-122.4197387,37.7858929,Initial
Robbery,Saturday,2018,Financial District/South Beach,-122.4047951,37.7849083,Initial
Robbery,Saturday,2018,Russian Hill,-122.4159434,37.80054721,Initial
Fraud,Saturday,2018,West of Twin Peaks,-122.462807,37.74175394,Initial
Fraud,Tuesday,2018,Mission,-122.4195127,37.76342927,Initial
Fraud,Thursday,2018,Nob Hill,-122.4120759,37.78973991,Initial
Robbery,Tuesday,2018,Tenderloin,-122.4147412,37.77871943,Initial
Fraud,Friday,2018,Mission Bay,-122.3914343,37.77346692,Initial
Robbery,Monday,2018,West of Twin Peaks,-122.4742332,37.72688809,Initial
Fraud,Monday,2018,Financial District/South Beach,-122.3985643,37.78898117,Initial
Assault,Tuesday,2018,Bayview Hunters Point,-122.3796837,37.7317017,Initial
Assault,Sunday,2018,Financial District/South Beach,-122.4084016,37.78829319,Initial
Stolen Property,Saturday,2018,Financial District/South Beach,-122.4084016,37.78829319,Initial
Fraud,Wednesday,2018,Noe Valley,-122.4429495,37.74514621,Initial
Stolen Property,Sunday,2018,South of Market,-122.4052858,37.7738563,Initial Supplement
Fraud,Sunday,2018,Treasure Island,-122.3637428,37.82357442,Initial
Fraud,Thursday,2018,Hayes Valley,-122.434109,37.77354938,Initial
Fraud,Thursday,2018,Inner Richmond,-122.4669517,37.7733511,Initial
Assault,Sunday,2018,Lone Mountain/USF,-122.4460917,37.77393537,Initial
Assault,Thursday,2018,Bayview Hunters Point,-122.3821257,37.72805144,Initial Supplement
Robbery,Tuesday,2018,Financial District/South Beach,-122.3991486,37.79101665,Initial
Assault,Friday,2018,Excelsior,-122.4320538,37.72548808,Initial
Fraud,Thursday,2018,Mission,-122.4203537,37.74890653,Initial
Stolen Property,Tuesday,2018,Financial District/South Beach,-122.3921188,37.78420531,Initial Supplement
Fraud,Tuesday,2018,Bayview Hunters Point,-122.4002464,37.7392759,Initial
Robbery,Sunday,2018,South of Market,-122.3988792,37.78222423,Initial
Robbery,Monday,2018,Mission,-122.4162273,37.76363514,Initial
Assault,Sunday,2018,Visitacion Valley,-122.4001315,37.71790631,Initial
Robbery,Friday,2018,Tenderloin,-122.4202555,37.78057622,Initial
Assault,Sunday,2018,Mission,-122.4165485,37.76687147,Initial
Assault,Tuesday,2018,North Beach,-122.4067502,37.80445525,Initial Supplement
Stolen Property,Thursday,2018,Tenderloin,-122.4084932,37.78445273,Initial
Assault,Thursday,2018,Financial District/South Beach,-122.4022286,37.7984297,Initial
Fraud,Monday,2018,Nob Hill,-122.418465,37.78796628,Initial
Assault,Friday,2018,Tenderloin,-122.416983,37.78242042,Initial
Fraud,Thursday,2018,South of Market,-122.4061629,37.77894276,Initial
Assault,Saturday,2018,Inner Sunset,-122.464172,37.76413087,Initial
Fraud,Thursday,2018,Haight Ashbury,-122.4370456,37.77126742,Initial
Assault,Wednesday,2018,Mission,-122.4104867,37.76560584,Initial
Assault,Tuesday,2018,Tenderloin,-122.4111398,37.7850746,Initial
Fraud,Sunday,2018,Potrero Hill,-122.3951512,37.7583522,Initial
Assault,Friday,2018,Outer Mission,-122.4415543,37.71575344,Initial
Fraud,Thursday,2018,Mission,-122.406699,37.75683373,Initial
Assault,Thursday,2018,North Beach,-122.4152415,37.80541717,Initial
Fraud,Monday,2018,Financial District/South Beach,-122.3987896,37.78720346,Initial
Robbery,Monday,2018,Bayview Hunters Point,-122.4058382,37.74239176,Initial
Fraud,Wednesday,2018,Sunset/Parkside,-122.4844962,37.76137004,Initial
Fraud,Saturday,2018,Tenderloin,-122.4099305,37.78742933,Initial
Assault,Wednesday,2018,Sunset/Parkside,-122.4766842,37.75796898,Initial Supplement
Assault,Monday,2018,Castro/Upper Market,-122.437299,37.76722193,Initial
Assault,Saturday,2018,Mission,-122.4252001,37.76634883,Initial
Assault,Tuesday,2018,Mission,-122.4065528,37.76584227,Initial
Assault,Monday,2018,Nob Hill,-122.4173913,37.79097319,Initial
Assault,Monday,2018,Tenderloin,-122.420817,37.78289412,Initial
Assault,Thursday,2018,Castro/Upper Market,-122.4306502,37.76195441,Initial
Fraud,Wednesday,2018,Inner Sunset,-122.4708459,37.75091216,Initial
Assault,Tuesday,2018,Castro/Upper Market,-122.4383621,37.7617038,Initial
Fraud,Sunday,2018,Bayview Hunters Point,-122.396555,37.71830977,Initial Supplement
Assault,Saturday,2018,Bayview Hunters Point,-122.3847055,37.74089752,Initial
Assault,Saturday,2018,Potrero Hill,-122.3966754,37.75470658,Initial
Assault,Monday,2018,Bayview Hunters Point,-122.3799317,37.73338073,Initial
Fraud,Saturday,2018,Castro/Upper Market,-122.435808,37.7576231,Initial
Assault,Sunday,2018,Inner Sunset,-122.456759,37.76493246,Initial
Fraud,Monday,2018,Excelsior,-122.4288046,37.71971159,Initial
Assault,Monday,2018,South of Market,-122.4100628,37.77499179,Initial
Fraud,Monday,2018,Western Addition,-122.4215701,37.78661896,Initial
Stolen Property,Wednesday,2018,Bernal Heights,-122.4104952,37.7473542,Initial
Robbery,Friday,2018,Portola,-122.4050094,37.72050868,Initial
Fraud,Monday,2018,Excelsior,-122.4419863,37.70805761,Initial
Robbery,Friday,2018,North Beach,-122.4073952,37.79970368,Initial
Assault,Thursday,2018,Oceanview/Merced/Ingleside,-122.461234,37.72001799,Initial
Fraud,Wednesday,2018,Oceanview/Merced/Ingleside,-122.4591984,37.72002413,Initial
Assault,Saturday,2018,South of Market,-122.4074828,37.78352892,Initial
Fraud,Sunday,2018,Financial District/South Beach,-122.4073229,37.79129813,Initial Supplement
Fraud,Friday,2018,Excelsior,-122.4410196,37.71645954,Initial
Robbery,Wednesday,2018,Marina,-122.4428461,37.79997798,Initial
Assault,Thursday,2018,South of Market,-122.4015181,37.77438465,Initial
Assault,Thursday,2018,Mission,-122.4156138,37.76853739,Initial
Robbery,Sunday,2018,Mission Bay,-122.3913735,37.77283099,Initial
Assault,Saturday,2018,Sunset/Parkside,-122.4896202,37.74243744,Initial
Assault,Wednesday,2018,Bayview Hunters Point,-122.3707119,37.72818912,Initial
Robbery,Tuesday,2018,Hayes Valley,-122.4230732,37.77734948,Initial Supplement
Assault,Thursday,2018,Mission,-122.4174866,37.76518313,Initial
Assault,Thursday,2018,Outer Richmond,-122.4993189,37.77375089,Initial
Fraud,Wednesday,2018,Financial District/South Beach,-122.403828,37.79271713,Initial
Assault,Wednesday,2018,Financial District/South Beach,-122.3920775,37.78184617,Initial
Fraud,Friday,2018,West of Twin Peaks,-122.468481,37.74894564,Initial
Assault,Wednesday,2018,Portola,-122.4114755,37.72025167,Initial
Fraud,Tuesday,2018,North Beach,-122.4130343,37.8028277,Initial Supplement
Assault,Sunday,2018,Financial District/South Beach,-122.406957,37.78943368,Initial
Assault,Wednesday,2018,South of Market,-122.3949815,37.77708933,Initial
Fraud,Tuesday,2018,Bayview Hunters Point,-122.3742173,37.73017668,Initial
Assault,Friday,2018,Mission,-122.4159546,37.74917218,Initial
Fraud,Monday,2018,Bayview Hunters Point,-122.3794307,37.73408162,Initial
Fraud,Tuesday,2018,Haight Ashbury,-122.4335472,37.77075523,Initial
Assault,Monday,2018,Lone Mountain/USF,-122.4416782,37.77737328,Initial
Assault,Monday,2018,Tenderloin,-122.4142416,37.78372378,Initial
Assault,Tuesday,2018,South of Market,-122.4036355,37.77516081,Initial Supplement
Assault,Tuesday,2018,Financial District/South Beach,-122.3963904,37.79366378,Initial
Assault,Tuesday,2018,Mission,-122.4195574,37.75217141,Initial
Robbery,Saturday,2018,Western Addition,-122.4277789,37.78392473,Initial
Assault,Saturday,2018,Oceanview/Merced/Ingleside,-122.4590151,37.71229574,Initial
Assault,Wednesday,2018,Mission,-122.4199815,37.76827365,Initial
Robbery,Wednesday,2018,Mission,-122.41469,37.75889599,Initial Supplement
Fraud,Friday,2018,Mission,-122.419669,37.76505134,Initial
Robbery,Saturday,2018,Russian Hill,-122.4184577,37.79627547,Initial
Assault,Wednesday,2018,North Beach,-122.413975,37.80748251,Initial
Assault,Monday,2018,Financial District/South Beach,-122.4012615,37.78685171,Initial
Assault,Sunday,2018,Lone Mountain/USF,-122.4493025,37.78081707,Initial
Fraud,Saturday,2018,Portola,-122.4059094,37.73296325,Initial
Fraud,Thursday,2018,Russian Hill,-122.417587,37.80034079,Initial
Robbery,Sunday,2018,Lakeshore,-122.4851364,37.70923807,Initial
Stolen Property,Tuesday,2018,South of Market,-122.4116061,37.77622136,Initial
Robbery,Tuesday,2018,Financial District/South Beach,-122.3965859,37.79458822,Initial
Fraud,Saturday,2018,Outer Mission,-122.4359909,37.72671922,Initial
Robbery,Thursday,2018,North Beach,-122.4130343,37.8028277,Initial
Stolen Property,Saturday,2018,Mission,-122.406677,37.76714218,Initial Supplement
Robbery,Tuesday,2018,South of Market,-122.4070015,37.77004977,Initial
Assault,Saturday,2018,South of Market,-122.3997626,37.77737199,Initial
Robbery,Tuesday,2018,Tenderloin,-122.4084932,37.78445273,Initial
Assault,Thursday,2018,South of Market,-122.4061504,37.77808238,Initial
Fraud,Friday,2018,Bayview Hunters Point,-122.3983272,37.73604528,Initial
Assault,Tuesday,2018,Western Addition,-122.4234036,37.78733916,Initial
Assault,Monday,2018,Outer Richmond,-122.4920949,37.77782269,Initial
Assault,Friday,2018,Lakeshore,-122.4759265,37.73110355,Initial
Robbery,Tuesday,2018,Bayview Hunters Point,-122.4026649,37.73419241,Initial
Robbery,Monday,2018,Tenderloin,-122.4125953,37.78393258,Initial Supplement
Stolen Property,Tuesday,2018,Bayview Hunters Point,-122.4026894,37.73445274,Initial
Assault,Friday,2018,North Beach,-122.4117665,37.80489601,Initial
Assault,Thursday,2018,Bayview Hunters Point,-122.3892198,37.73585632,Initial
Robbery,Sunday,2018,Tenderloin,-122.4210175,37.78430273,Initial
Assault,Wednesday,2018,Western Addition,-122.4319518,37.77956415,Initial
Assault,Wednesday,2018,South of Market,-122.4092834,37.77965775,Initial
Assault,Saturday,2018,Bernal Heights,-122.4198858,37.7455951,Initial
Fraud,Monday,2018,Sunset/Parkside,-122.4915239,37.73861425,Initial
Fraud,Friday,2018,Inner Richmond,-122.4609313,37.77923468,Initial
Fraud,Wednesday,2018,Mission,-122.4114244,37.7574849,Initial
Assault,Saturday,2018,Bayview Hunters Point,-122.4015557,37.74096193,Initial
Assault,Tuesday,2018,Mission Bay,-122.3958264,37.76716596,Initial
Fraud,Thursday,2018,Sunset/Parkside,-122.5064356,37.73795985,Initial
Fraud,Sunday,2018,South of Market,-122.4039209,37.78069905,Initial
Assault,Monday,2018,Outer Mission,-122.4447433,37.71262222,Initial
Fraud,Sunday,2018,Sunset/Parkside,-122.4985831,37.7476521,Initial
Fraud,Monday,2018,Nob Hill,-122.4170169,37.78911017,Initial
Fraud,Tuesday,2018,North Beach,-122.4078984,37.80060029,Initial
Robbery,Tuesday,2018,Sunset/Parkside,-122.4813104,37.74654333,Initial
Assault,Monday,2018,Mission,-122.4209386,37.76991755,Initial
Assault,Thursday,2018,West of Twin Peaks,-122.4542762,37.73641913,Initial Supplement
Stolen Property,Thursday,2018,Financial District/South Beach,-122.400744,37.79117717,Initial
Assault,Friday,2018,Inner Richmond,-122.464145,37.77909073,Initial
Assault,Wednesday,2018,West of Twin Peaks,-122.4662573,37.73032902,Initial
Assault,Saturday,2018,,,,Initial
Fraud,Friday,2018,Potrero Hill,-122.3960128,37.75747698,Initial
Fraud,Wednesday,2018,Bayview Hunters Point,-122.401808,37.73472732,Initial
Fraud,Saturday,2018,Financial District/South Beach,-122.4078525,37.78549156,Initial Supplement
Robbery,Sunday,2018,South of Market,-122.4078421,37.77674611,Initial
Robbery,Sunday,2018,Mission,-122.4171789,37.76196753,Initial
Assault,Friday,2018,Bayview Hunters Point,-122.4043448,37.73314373,Initial
Assault,Thursday,2018,South of Market,-122.4048648,37.78400661,Initial
Fraud,Wednesday,2018,Noe Valley,-122.4340895,37.75130373,Initial
Fraud,Thursday,2018,Bayview Hunters Point,-122.385713,37.73660113,Initial
Robbery,Sunday,2018,Chinatown,-122.4068277,37.7969019,Initial
Assault,Saturday,2018,Russian Hill,-122.4220068,37.80549665,Initial
Fraud,Sunday,2018,Potrero Hill,-122.388738,37.76304828,Initial
Fraud,Thursday,2018,Nob Hill,-122.4136828,37.79765523,Initial
Robbery,Monday,2018,Excelsior,-122.4193735,37.73043003,Initial
Fraud,Monday,2018,Bayview Hunters Point,-122.3991241,37.74052854,Initial
Stolen Property,Friday,2018,Lakeshore,-122.4760395,37.72694991,Initial
Fraud,Monday,2018,Pacific Heighs,-122.425423,37.7889947,Initial
Robbery,Friday,2018,Financial District/South Beach,-122.3931813,37.79323049,Initial
Robbery,Friday,2018,Sunset/Parkside,-122.4850447,37.75386275,Initial
Assault,Tuesday,2018,Tenderloin,-122.4198331,37.78635895,Initial
Assault,Thursday,2018,Bayview Hunters Point,-122.3940928,37.73672865,Initial
Fraud,Wednesday,2018,Outer Richmond,-122.4847323,37.78009258,Initial
Robbery,Monday,2018,Mission,-122.4190175,37.75220444,Initial
Robbery,Thursday,2018,Noe Valley,-122.4312564,37.74503201,Initial
Robbery,Thursday,2018,Chinatown,-122.405143,37.79621095,Initial
Stolen Property,Wednesday,2018,Russian Hill,-122.4236551,37.80528698,Initial
Fraud,Saturday,2018,Marina,-122.4378895,37.80060874,Initial Supplement
Fraud,Sunday,2018,Bayview Hunters Point,-122.3815644,37.72867801,Initial Supplement
Robbery,Saturday,2018,Mission,-122.4151723,37.75243964,Initial Supplement
Fraud,Friday,2018,Mission Bay,-122.3929445,37.77179714,Initial
Assault,Tuesday,2018,Japantown,-122.4282415,37.78624658,Initial
Fraud,Saturday,2018,Nob Hill,-122.4168272,37.78817789,Initial
Robbery,Thursday,2018,West of Twin Peaks,-122.4591744,37.74728632,Initial
Robbery,Saturday,2018,Mission,-122.4071875,37.76193588,Initial
Assault,Saturday,2018,Mission,-122.4178022,37.76840527,Initial Supplement
Assault,Monday,2018,Bayview Hunters Point,-122.3899813,37.72872846,Initial
Robbery,Wednesday,2018,Financial District/South Beach,-122.4038416,37.78982934,Initial
Fraud,Wednesday,2018,North Beach,-122.4088973,37.80716325,Initial
Fraud,Thursday,2018,Castro/Upper Market,-122.435188,37.76267071,Initial
Assault,Friday,2018,Western Addition,-122.4307979,37.78256989,Initial
Assault,Friday,2018,Nob Hill,-122.4135414,37.7885982,Initial
Fraud,Monday,2018,Financial District/South Beach,-122.4030282,37.78702442,Initial
Robbery,Friday,2018,Nob Hill,-122.4166528,37.79567005,Initial
Assault,Sunday,2018,Mission,-122.4205806,37.76499627,Initial
Robbery,Wednesday,2018,Inner Richmond,-122.4674877,37.78087971,Initial Supplement
Robbery,Wednesday,2018,South of Market,-122.4023775,37.77945871,Initial
Robbery,Saturday,2018,Mission,-122.4064805,37.75456421,Initial
Assault,Tuesday,2018,Mission,-122.4214352,37.75526822,Initial
Stolen Property,Sunday,2018,Mission,-122.4185559,37.76835975,Initial
Fraud,Friday,2018,Mission,-122.4190175,37.75220444,Coplogic Initial
Robbery,Sunday,2018,Western Addition,-122.4275843,37.78298605,Initial
Fraud,Wednesday,2018,Bayview Hunters Point,-122.392609,37.71127214,Initial
Fraud,Monday,2018,Russian Hill,-122.4210529,37.79238325,Initial
Assault,Wednesday,2018,South of Market,-122.4116061,37.77622136,Initial Supplement
Fraud,Saturday,2018,Haight Ashbury,-122.4518657,37.76937866,Initial
Fraud,Monday,2018,Financial District/South Beach,-122.3931813,37.79323049,Coplogic Initial
Robbery,Friday,2018,Outer Mission,-122.4432738,37.72308505,Initial Supplement
Assault,Friday,2018,Inner Sunset,-122.4531146,37.76236156,Initial
Robbery,Wednesday,2018,Chinatown,-122.4066679,37.79786461,Initial
Assault,Monday,2018,Bernal Heights,-122.4228406,37.74102741,Initial
Fraud,Thursday,2018,,,,Coplogic Initial
Assault,Tuesday,2018,South of Market,-122.4110144,37.77668983,Initial
Assault,Thursday,2018,Tenderloin,-122.4128812,37.78535382,Initial
Assault,Wednesday,2018,Mission,-122.4195127,37.76342927,Initial
Robbery,Monday,2018,South of Market,-122.410292,37.78223057,Initial
Assault,Wednesday,2018,South of Market,-122.3983411,37.78179877,Initial
Fraud,Friday,2018,Seacliff,-122.4914364,37.78359141,Initial
Suspicious,Monday,2018,Mission Bay,-122.3913735,37.77283099,Initial Supplement
Assault,Monday,2018,Bayview Hunters Point,-122.3884759,37.74110763,Initial
Assault,Tuesday,2018,Financial District/South Beach,-122.3983331,37.79709205,Initial
Assault,Saturday,2018,Pacific Heighs,-122.4329176,37.79267991,Initial
Assault,Sunday,2018,Lone Mountain/USF,-122.4414883,37.77643504,Initial
Robbery,Friday,2018,Financial District/South Beach,-122.390971,37.7900698,Initial
Robbery,Thursday,2018,Mission,-122.4084992,37.75605471,Initial
Assault,Tuesday,2018,Bayview Hunters Point,-122.3845563,37.72848585,Initial
Fraud,Sunday,2018,Tenderloin,-122.4179963,37.78564171,Initial
Assault,Tuesday,2018,Western Addition,-122.4321404,37.78049626,Initial
Assault,Saturday,2018,Oceanview/Merced/Ingleside,-122.4503784,37.71616896,Initial
Stolen Property,Wednesday,2018,South of Market,-122.4036355,37.77516081,Initial
Assault,Thursday,2018,Haight Ashbury,-122.4433561,37.76894423,Initial
Fraud,Saturday,2018,Mission,-122.4209013,37.7649769,Initial
Stolen Property,Thursday,2018,Tenderloin,-122.4155052,37.78165426,Initial
Fraud,Friday,2018,Pacific Heighs,-122.4321967,37.78911523,Initial
Assault,Wednesday,2018,Mission,-122.407685,37.76708198,Initial
Robbery,Friday,2018,South of Market,-122.409387,37.77797709,Initial
Robbery,Saturday,2018,Glen Park,-122.4341445,37.73355034,Initial
Assault,Sunday,2018,Mission,-122.4163036,37.77245616,Initial
Assault,Tuesday,2018,Visitacion Valley,-122.4222408,37.71131669,Initial
Fraud,Thursday,2018,Western Addition,-122.4213734,37.78616616,Initial
